flood_id,timestamp,street,district,lat,lng,depth_cm,duration_min,flood_level,traffic_impact,rainfall_trigger_mm,source,verified
FLD00626,2023-02-19 10:09:50,Phan Huy Ich,Go Vap,10.830175,106.67155,9.7,30,light,clear,8.9,IoT_sensor,True
FLD00809,2023-02-19 14:23:02,Pham Van Dong,Binh Thanh,10.817031,106.70423,20.4,90,moderate,slow,19.3,user_report,True
FLD00203,2023-02-20 05:57:12,Tam Binh,Thu Duc,10.862063,106.738426,40.0,60,severe,blocked,82.2,user_report,True
FLD01231,2023-02-20 09:18:09,Pham The Hien,Quan 8,10.728335,106.682745,13.9,120,light,clear,27.3,user_report,True
FLD01885,2023-02-20 10:00:03,Vo Van Ngan,Thu Duc,10.852069,106.770348,9.6,30,light,clear,20.1,user_report,False
FLD00407,2023-02-20 10:12:19,Pham The Hien,Quan 8,10.72906,106.684218,5.0,180,light,clear,5.8,IoT_sensor,False
FLD00569,2023-02-20 13:35:57,Hoa Binh,Tan Phu,10.803727,106.622227,40.4,120,severe,blocked,67.1,IoT_sensor,True
FLD00850,2023-02-20 23:43:50,Thoai Ngoc Hau,Tan Phu,10.786613,106.626662,5.0,60,light,clear,11.0,user_report,True
FLD02101,2023-02-21 11:53:57,Huynh Tan Phat,Quan 7,10.729222,106.720587,11.9,120,light,clear,12.3,monitoring_station,True
FLD00633,2023-02-21 20:19:17,Vo Van Ngan,Thu Duc,10.851916,106.770215,16.4,90,moderate,slow,16.6,IoT_sensor,False
FLD01355,2023-02-22 01:34:14,Nguyen Anh Thu,Quan 12,10.878532,106.645911,9.0,30,light,clear,11.1,IoT_sensor,True
FLD00299,2023-02-22 12:27:53,To Ky,Quan 12,10.868295,106.631025,11.0,30,light,clear,13.6,user_report,True
FLD02047,2023-02-22 13:10:04,Nguyen Van Qua,Quan 12,10.85482,106.662674,6.7,180,light,clear,11.2,user_report,True
FLD00160,2023-02-22 18:01:29,An Duong Vuong,Quan 6,10.756409,106.643445,5.0,240,light,clear,8.4,IoT_sensor,False
FLD00841,2023-02-23 00:45:53,Tan Ky Tan Quy,Binh Tan,10.7903,106.600803,28.1,90,moderate,slow,69.1,traffic_camera,True
FLD01949,2023-02-23 10:37:37,Le Van Viet,Thu Duc,10.845168,106.788142,9.4,90,light,clear,10.6,IoT_sensor,False
FLD01975,2023-02-23 14:24:12,An Duong Vuong,Quan 6,10.753565,106.646398,14.2,30,light,clear,16.5,IoT_sensor,False
FLD01889,2023-02-24 05:55:23,Xo Viet Nghe Tinh,Binh Thanh,10.808054,106.71069,11.8,60,light,clear,25.4,IoT_sensor,True
FLD01932,2023-02-24 15:21:16,Thoai Ngoc Hau,Tan Phu,10.78811,106.626517,50.2,60,severe,blocked,42.6,user_report,True
FLD01706,2023-02-24 21:42:59,Vo Van Kiet,Quan 1,10.76241,106.699177,13.0,60,light,clear,16.8,user_report,False
FLD00257,2023-02-26 04:12:46,CMT8,Quan 3,10.781039,106.679223,14.7,90,light,clear,36.6,monitoring_station,True
FLD00310,2023-02-26 06:19:44,Ung Van Khiem,Binh Thanh,10.811542,106.711843,8.9,90,light,clear,15.3,user_report,False
FLD00906,2023-02-26 09:01:08,Le Dinh Can,Binh Tan,10.767985,106.595359,15.1,90,moderate,slow,28.1,monitoring_station,False
FLD01371,2023-02-26 11:34:25,Linh Dong,Thu Duc,10.86602,106.766701,15.9,90,moderate,slow,38.3,IoT_sensor,True
FLD00936,2023-02-26 20:47:31,Phan Huy Ich,Go Vap,10.83066,106.671436,11.4,90,light,clear,15.8,traffic_camera,True
FLD02370,2023-02-27 00:04:15,Nguyen Huu Canh,Binh Thanh,10.78928,106.720633,51.8,180,severe,blocked,86.4,monitoring_station,True
FLD01595,2023-02-27 06:12:01,Le Dinh Can,Binh Tan,10.765136,106.595101,41.1,30,severe,blocked,41.7,traffic_camera,True
FLD00145,2023-02-27 12:59:00,Le Thi Rieng,Quan 12,10.86053,106.649807,5.9,60,light,clear,10.4,IoT_sensor,False
FLD00750,2023-02-27 16:13:36,Vo Van Kiet,Quan 1,10.761584,106.69961,5.4,60,light,clear,10.7,user_report,True
FLD00660,2023-02-27 16:37:45,Vo Van Ngan,Thu Duc,10.850877,106.770591,14.0,60,light,clear,31.1,user_report,True
FLD01775,2023-02-27 21:35:57,Nguyen Anh Thu,Quan 12,10.878333,106.64284,16.5,30,moderate,slow,14.1,traffic_camera,True
FLD01500,2023-02-27 22:28:25,Hoa Binh,Tan Phu,10.805154,106.621036,21.3,60,moderate,slow,25.4,user_report,True
FLD00457,2023-02-28 01:17:38,No Trang Long,Binh Thanh,10.816583,106.697501,20.9,180,moderate,slow,28.1,user_report,False
FLD01878,2023-02-28 04:10:54,Tam Binh,Thu Duc,10.862891,106.73835,29.1,30,moderate,slow,67.5,IoT_sensor,True
FLD00804,2023-02-28 04:38:11,Nguyen Van Qua,Quan 12,10.854428,106.663886,9.5,90,light,clear,13.5,monitoring_station,True
FLD00129,2023-02-28 10:13:17,Tan Ky Tan Quy,Binh Tan,10.789598,106.600639,5.1,30,light,clear,4.1,IoT_sensor,True
FLD00013,2023-02-28 14:32:12,Quang Trung,Go Vap,10.839426,106.665534,29.8,30,moderate,slow,53.2,IoT_sensor,True
FLD01714,2023-03-01 00:31:35,Ta Quang Buu,Quan 8,10.745713,106.663376,18.1,120,moderate,slow,34.9,monitoring_station,False
FLD00227,2023-03-01 01:38:44,Da Nam,Quan 8,10.742029,106.675217,38.1,90,severe,blocked,48.9,monitoring_station,False
FLD01457,2023-03-01 07:37:49,Tran Xuan Soan,Quan 7,10.751652,106.699015,5.0,30,light,clear,8.6,monitoring_station,False
FLD00827,2023-03-01 09:40:06,Ma Lo,Binh Tan,10.764116,106.614069,41.5,120,severe,blocked,44.1,user_report,True
FLD01995,2023-03-02 04:49:12,Tran Xuan Soan,Quan 7,10.751079,106.700105,21.8,120,moderate,slow,36.2,user_report,False
FLD01103,2023-03-02 10:40:01,Nguyen Thi Thap,Quan 7,10.742223,106.715497,50.7,30,severe,blocked,84.4,monitoring_station,True
FLD01515,2023-03-02 12:07:18,Pham The Hien,Quan 8,10.726023,106.684456,23.9,30,moderate,slow,53.9,IoT_sensor,True
FLD00739,2023-03-02 18:32:21,Quang Trung,Go Vap,10.838678,106.6646,5.0,180,light,clear,9.6,IoT_sensor,False
FLD01503,2023-03-03 07:27:57,Ta Quang Buu,Quan 8,10.743312,106.666138,23.4,90,moderate,slow,50.0,user_report,True
FLD01814,2023-03-03 13:06:34,To Ky,Quan 12,10.867616,106.632483,18.6,30,moderate,slow,34.1,IoT_sensor,False
FLD01946,2023-03-03 18:22:22,Pham Van Dong,Binh Thanh,10.818497,106.702986,10.3,30,light,clear,22.7,IoT_sensor,True
FLD01574,2023-03-04 01:12:41,Le Dinh Can,Binh Tan,10.765561,106.596964,10.2,120,light,clear,21.6,user_report,False
FLD01715,2023-03-04 12:40:01,Le Dinh Can,Binh Tan,10.767301,106.595564,10.0,240,light,clear,13.3,user_report,False
FLD00229,2023-03-04 13:34:24,Tran Nao,Quan 2,10.785282,106.735563,9.9,240,light,clear,10.1,user_report,True
FLD02091,2023-03-04 16:41:18,Nguyen Trai,Quan 5,10.756111,106.665218,21.4,60,moderate,slow,37.1,IoT_sensor,True
FLD01620,2023-03-05 00:51:28,Pham Van Dong,Binh Thanh,10.817728,106.703424,11.1,60,light,clear,21.3,user_report,False
FLD01701,2023-03-05 01:29:34,Kha Van Can,Thu Duc,10.852435,106.752742,21.5,60,moderate,slow,32.4,user_report,True
FLD01141,2023-03-05 04:41:14,Kinh Duong Vuong,Quan 6,10.742917,106.614252,11.2,30,light,clear,25.2,user_report,True
FLD01277,2023-03-05 06:53:31,Le Dinh Can,Binh Tan,10.768452,106.596634,5.0,30,light,clear,7.1,user_report,True
FLD00466,2023-03-05 07:32:00,Xo Viet Nghe Tinh,Binh Thanh,10.808844,106.710619,5.0,60,light,clear,10.2,IoT_sensor,True
FLD01669,2023-03-05 10:32:54,Da Nam,Quan 8,10.742143,106.673851,25.7,120,moderate,slow,31.7,user_report,True
FLD00274,2023-03-05 14:19:53,To Ky,Quan 12,10.867436,106.63281,16.5,90,moderate,slow,29.8,IoT_sensor,True
FLD00097,2023-03-05 14:32:36,Binh Long,Tan Phu,10.797593,106.617417,31.5,120,severe,blocked,36.1,IoT_sensor,False
FLD00211,2023-03-05 17:30:58,Kinh Duong Vuong,Quan 6,10.74176,106.61372,13.1,60,light,clear,25.1,IoT_sensor,True
FLD01035,2023-03-05 22:56:47,Nguyen Anh Thu,Quan 12,10.875882,106.645461,13.7,180,light,clear,18.8,monitoring_station,False
FLD00921,2023-03-06 06:29:08,To Ky,Quan 12,10.868297,106.631336,5.0,180,light,clear,6.1,IoT_sensor,False
FLD00565,2023-03-06 08:21:33,Nguyen Van Qua,Quan 12,10.854154,106.663636,18.7,90,moderate,slow,16.6,IoT_sensor,False
FLD01939,2023-03-06 18:53:29,Nguyen Van Khoi,Go Vap,10.829143,106.691888,38.2,60,severe,blocked,78.3,traffic_camera,True
FLD01235,2023-03-06 22:25:22,Xo Viet Nghe Tinh,Binh Thanh,10.808175,106.713103,15.6,60,moderate,slow,22.1,IoT_sensor,True
FLD00140,2023-03-07 07:13:26,Nguyen Trai,Quan 5,10.756604,106.666487,5.5,30,light,clear,11.5,monitoring_station,False
FLD01807,2023-03-07 12:30:33,Le Van Viet,Thu Duc,10.846913,106.79147,39.1,90,severe,blocked,85.6,IoT_sensor,False
FLD00627,2023-03-07 14:53:13,Phan Huy Ich,Go Vap,10.829991,106.67141,5.3,60,light,clear,11.3,monitoring_station,True
FLD00765,2023-03-08 02:23:56,Vo Van Kiet,Quan 1,10.762202,106.697557,5.6,60,light,clear,13.4,monitoring_station,False
FLD01709,2023-03-08 02:59:10,Ma Lo,Binh Tan,10.763962,106.611995,31.3,30,severe,blocked,36.9,user_report,True
FLD02167,2023-03-08 05:16:17,Thoai Ngoc Hau,Tan Phu,10.785852,106.62818,15.7,90,moderate,slow,30.0,IoT_sensor,True
FLD01628,2023-03-08 07:13:53,Xo Viet Nghe Tinh,Binh Thanh,10.806899,106.710506,15.4,30,moderate,slow,38.3,IoT_sensor,True
FLD01239,2023-03-08 09:40:03,Do Xuan Hop,Thu Duc,10.831642,106.784123,18.6,30,moderate,slow,38.6,IoT_sensor,True
FLD00578,2023-03-08 14:48:29,Nguyen Huu Canh,Binh Thanh,10.786681,106.721337,14.4,120,light,clear,17.8,user_report,True
FLD01414,2023-03-09 13:22:06,Huynh Tan Phat,Quan 7,10.726898,106.721475,6.5,90,light,clear,12.4,IoT_sensor,False
FLD02273,2023-03-09 14:50:00,Lam Van Ben,Quan 7,10.719322,106.685387,31.1,90,severe,blocked,46.9,user_report,True
FLD02318,2023-03-09 17:52:38,Tan Ky Tan Quy,Binh Tan,10.787846,106.601345,5.0,30,light,clear,6.4,IoT_sensor,False
FLD01284,2023-03-09 19:03:32,Tan Ky Tan Quy,Binh Tan,10.789895,106.602675,19.7,30,moderate,slow,39.9,traffic_camera,True
FLD00498,2023-03-10 03:01:44,Vo Van Ngan,Thu Duc,10.851662,106.770966,14.0,120,light,clear,22.1,traffic_camera,True
FLD00588,2023-03-10 06:28:50,Hau Giang,Quan 6,10.747951,106.640173,25.2,60,moderate,slow,34.4,user_report,True
FLD01017,2023-03-10 14:33:58,Tam Binh,Thu Duc,10.861846,106.73693,9.4,60,light,clear,15.0,traffic_camera,False
FLD01482,2023-03-10 17:45:42,Tran Nao,Quan 2,10.781736,106.735128,30.8,30,severe,blocked,29.7,IoT_sensor,True
FLD02161,2023-03-10 18:39:17,Vo Van Ngan,Thu Duc,10.852215,106.772833,5.9,30,light,clear,13.7,user_report,True
FLD01538,2023-03-10 19:56:19,Pham The Hien,Quan 8,10.726333,106.685007,20.9,90,moderate,slow,20.9,user_report,False
FLD02373,2023-03-10 21:31:28,An Duong Vuong,Quan 6,10.755935,106.643834,5.0,120,light,clear,9.4,user_report,True
FLD00169,2023-03-10 22:39:14,Da Nam,Quan 8,10.740665,106.673618,29.1,30,moderate,slow,30.9,traffic_camera,True
FLD01880,2023-03-10 22:52:12,Lam Van Ben,Quan 7,10.717575,106.68308,21.3,90,moderate,slow,53.0,user_report,False
FLD00469,2023-03-10 23:58:19,Huynh Tan Phat,Quan 7,10.727227,106.720556,13.7,90,light,clear,33.7,IoT_sensor,True
FLD02332,2023-03-11 04:26:17,Ta Quang Buu,Quan 8,10.746141,106.665624,11.5,30,light,clear,16.5,monitoring_station,True
FLD01306,2023-03-11 13:58:52,Ung Van Khiem,Binh Thanh,10.811199,106.710825,20.3,90,moderate,slow,49.4,user_report,True
FLD00720,2023-03-11 22:28:57,To Ky,Quan 12,10.866361,106.632974,6.2,60,light,clear,8.6,IoT_sensor,False
FLD01490,2023-03-12 15:47:03,Hoa Binh,Tan Phu,10.803697,106.624024,11.2,30,light,clear,14.2,user_report,True
FLD01221,2023-03-13 17:31:14,Tran Xuan Soan,Quan 7,10.750223,106.699888,79.0,180,severe,blocked,159.2,user_report,True
FLD01304,2023-03-13 20:11:07,Nguyen Anh Thu,Quan 12,10.877817,106.644198,31.6,120,severe,blocked,44.7,monitoring_station,True
FLD00109,2023-03-14 07:46:00,An Duong Vuong,Quan 6,10.753249,106.646454,39.3,90,severe,blocked,58.2,user_report,True
FLD00600,2023-03-14 10:43:23,Hau Giang,Quan 6,10.745305,106.639037,14.2,60,light,clear,12.3,user_report,True
FLD02307,2023-03-15 00:45:37,Vo Van Kiet,Quan 1,10.761549,106.699705,61.3,30,severe,blocked,132.8,IoT_sensor,True
FLD01762,2023-03-15 04:33:21,Ma Lo,Binh Tan,10.761886,106.613416,59.5,180,severe,blocked,145.8,IoT_sensor,True
FLD01000,2023-03-15 15:25:55,Tran Nao,Quan 2,10.781619,106.734536,16.9,90,moderate,slow,20.6,monitoring_station,True
FLD01054,2023-03-16 03:44:58,Lam Van Ben,Quan 7,10.718087,106.686287,24.0,90,moderate,slow,58.2,user_report,False
FLD00738,2023-03-16 04:55:17,Thoai Ngoc Hau,Tan Phu,10.785856,106.629013,21.2,60,moderate,slow,46.4,IoT_sensor,True
FLD01593,2023-03-16 22:39:47,Binh Long,Tan Phu,10.79923,106.615045,16.3,60,moderate,slow,29.7,IoT_sensor,True
FLD00813,2023-03-17 01:50:49,Thoai Ngoc Hau,Tan Phu,10.785808,106.62669,19.2,30,moderate,slow,47.0,monitoring_station,True
FLD01459,2023-03-17 14:13:08,Nguyen Trai,Quan 5,10.754938,106.663334,21.2,60,moderate,slow,21.2,user_report,False
FLD01019,2023-03-17 18:16:03,Binh Long,Tan Phu,10.80111,106.61749,5.0,30,light,clear,4.2,user_report,True
FLD00796,2023-03-18 01:06:39,Nguyen Anh Thu,Quan 12,10.878372,106.643287,19.8,90,moderate,slow,47.2,monitoring_station,True
FLD01044,2023-03-18 02:35:50,Thoai Ngoc Hau,Tan Phu,10.787159,106.629149,25.7,90,moderate,slow,54.8,monitoring_station,True
FLD02172,2023-03-18 03:45:40,Ung Van Khiem,Binh Thanh,10.810057,106.712067,23.2,90,moderate,slow,26.8,IoT_sensor,True
FLD01385,2023-03-18 07:20:59,Pham The Hien,Quan 8,10.726352,106.684432,6.4,120,light,clear,6.4,IoT_sensor,True
FLD00897,2023-03-18 08:55:05,Pham The Hien,Quan 8,10.727455,106.681535,59.7,60,severe,blocked,93.3,IoT_sensor,False
FLD00108,2023-03-18 09:41:12,Lam Van Ben,Quan 7,10.717513,106.68262,39.9,240,severe,blocked,69.5,IoT_sensor,True
FLD01317,2023-03-18 17:18:36,Pham The Hien,Quan 8,10.727683,106.683968,9.5,180,light,clear,12.8,IoT_sensor,True
FLD02144,2023-03-18 20:59:41,Le Van Luong,Quan 7,10.73842,106.704747,11.5,90,light,clear,26.1,traffic_camera,False
FLD02139,2023-03-19 03:50:16,Hau Giang,Quan 6,10.74541,106.639549,8.8,30,light,clear,14.8,IoT_sensor,False
FLD01631,2023-03-19 14:19:59,Tran Nao,Quan 2,10.785182,106.735401,21.5,120,moderate,slow,43.5,traffic_camera,True
FLD00670,2023-03-20 01:15:21,Phan Huy Ich,Go Vap,10.829324,106.670998,28.6,30,moderate,slow,31.3,traffic_camera,True
FLD00196,2023-03-20 03:00:24,Le Thi Rieng,Quan 12,10.85986,106.64698,51.6,180,severe,blocked,56.1,IoT_sensor,True
FLD01921,2023-03-20 05:39:18,Phan Huy Ich,Go Vap,10.829217,106.672094,18.8,240,moderate,slow,15.4,IoT_sensor,False
FLD01464,2023-03-20 12:10:21,Le Thi Rieng,Quan 12,10.863215,106.647156,5.0,60,light,clear,12.2,IoT_sensor,True
FLD00835,2023-03-20 17:49:04,CMT8,Quan 3,10.78219,106.679951,13.2,90,light,clear,22.1,user_report,False
FLD00636,2023-03-20 18:06:08,Nguyen Van Khoi,Go Vap,10.830026,106.694102,6.1,30,light,clear,14.1,IoT_sensor,False
FLD00441,2023-03-20 20:59:33,Le Thi Rieng,Quan 12,10.861228,106.647073,19.1,60,moderate,slow,31.4,IoT_sensor,True
FLD01513,2023-03-20 21:11:42,Le Van Viet,Thu Duc,10.846143,106.79147,7.0,30,light,clear,12.9,user_report,True
FLD00005,2023-03-20 23:48:52,Hoa Binh,Tan Phu,10.803749,106.623829,13.9,90,light,clear,30.8,IoT_sensor,True
FLD00401,2023-03-21 01:19:29,Huynh Tan Phat,Quan 7,10.727296,106.721403,13.9,180,light,clear,14.5,IoT_sensor,True
FLD00220,2023-03-21 07:15:10,Vo Van Ngan,Thu Duc,10.849361,106.773438,8.7,30,light,clear,20.9,user_report,False
FLD01786,2023-03-21 11:38:12,Ma Lo,Binh Tan,10.764302,106.614284,13.3,60,light,clear,12.1,IoT_sensor,True
FLD00025,2023-03-21 16:23:40,Ta Quang Buu,Quan 8,10.746322,106.663646,6.7,60,light,clear,10.9,IoT_sensor,True
FLD00700,2023-03-22 01:25:37,Pham Van Dong,Binh Thanh,10.818498,106.702586,26.2,90,moderate,slow,63.9,IoT_sensor,True
FLD01892,2023-03-22 05:11:08,Lam Van Ben,Quan 7,10.719514,106.686356,31.0,30,severe,blocked,53.4,user_report,True
FLD02268,2023-03-22 23:24:54,Nguyen Thi Thap,Quan 7,10.741932,106.715534,10.8,120,light,clear,14.0,traffic_camera,False
FLD00711,2023-03-23 01:49:53,Le Van Viet,Thu Duc,10.843644,106.788331,21.0,120,moderate,slow,36.7,IoT_sensor,False
FLD00434,2023-03-23 03:58:16,Pham The Hien,Quan 8,10.728174,106.684752,8.6,120,light,clear,14.6,user_report,True
FLD01024,2023-03-24 00:06:41,Ba Thang Hai,Quan 10,10.773149,106.672411,5.0,90,light,clear,12.4,traffic_camera,False
FLD00450,2023-03-24 06:02:02,No Trang Long,Binh Thanh,10.81637,106.699298,39.9,60,severe,blocked,49.9,IoT_sensor,True
FLD00889,2023-03-24 06:40:18,Tran Xuan Soan,Quan 7,10.749604,106.699603,13.9,240,light,clear,32.3,user_report,True
FLD00715,2023-03-24 23:14:53,Ma Lo,Binh Tan,10.763528,106.612757,14.8,30,light,clear,26.9,traffic_camera,True
FLD00675,2023-03-24 23:22:21,To Ky,Quan 12,10.867003,106.630931,38.2,30,severe,blocked,83.2,IoT_sensor,True
FLD00657,2023-03-25 00:05:30,Le Thi Rieng,Quan 12,10.860557,106.648878,8.5,240,light,clear,14.4,IoT_sensor,True
FLD01252,2023-03-25 02:14:04,Lam Van Ben,Quan 7,10.720334,106.683315,15.7,30,moderate,slow,21.1,IoT_sensor,True
FLD02013,2023-03-25 04:53:45,Quang Trung,Go Vap,10.838012,106.66454,10.8,90,light,clear,18.0,IoT_sensor,True
FLD01919,2023-03-25 06:40:02,Kha Van Can,Thu Duc,10.850849,106.752613,15.6,30,moderate,slow,37.6,user_report,True
FLD01994,2023-03-25 07:39:38,Pham Van Dong,Binh Thanh,10.818248,106.704462,14.0,180,light,clear,29.1,traffic_camera,True
FLD01637,2023-03-25 09:46:38,Vo Van Kiet,Quan 1,10.763648,106.698967,25.7,60,moderate,slow,42.6,user_report,True
FLD00133,2023-03-25 10:11:12,Pham The Hien,Quan 8,10.726269,106.682383,19.8,60,moderate,slow,48.7,monitoring_station,False
FLD02271,2023-03-25 11:03:06,Le Dinh Can,Binh Tan,10.765342,106.597885,24.8,60,moderate,slow,37.2,IoT_sensor,True
FLD01650,2023-03-25 16:46:26,Kinh Duong Vuong,Quan 6,10.743959,106.614351,21.0,90,moderate,slow,47.3,IoT_sensor,True
FLD00125,2023-03-25 21:39:35,Ma Lo,Binh Tan,10.762205,106.613194,24.1,180,moderate,slow,23.9,user_report,False
FLD01364,2023-03-25 23:04:44,Vo Van Ngan,Thu Duc,10.848662,106.773803,24.8,180,moderate,slow,42.2,user_report,True
FLD02248,2023-03-26 03:54:10,Le Dinh Can,Binh Tan,10.767734,106.595158,10.5,60,light,clear,23.8,traffic_camera,True
FLD00118,2023-03-26 07:14:47,Nguyen Trai,Quan 5,10.758312,106.66494,10.7,180,light,clear,18.4,IoT_sensor,True
FLD01712,2023-03-26 14:25:10,Huynh Tan Phat,Quan 7,10.727063,106.722218,6.8,90,light,clear,14.1,monitoring_station,True
FLD01426,2023-03-27 01:43:58,Pham Van Dong,Binh Thanh,10.820486,106.702767,5.0,30,light,clear,6.5,traffic_camera,True
FLD00928,2023-03-27 15:36:57,CMT8,Quan 3,10.781602,106.681684,5.0,180,light,clear,10.9,monitoring_station,True
FLD01069,2023-03-27 19:08:11,Lam Van Ben,Quan 7,10.719303,106.683399,18.7,90,moderate,slow,38.6,traffic_camera,False
FLD02142,2023-03-28 04:11:25,Ung Van Khiem,Binh Thanh,10.812757,106.710407,14.8,120,light,clear,17.8,IoT_sensor,False
FLD00885,2023-03-28 06:46:53,Nguyen Van Khoi,Go Vap,10.829894,106.691849,10.8,90,light,clear,23.6,IoT_sensor,True
FLD02165,2023-03-28 17:51:50,Nguyen Van Qua,Quan 12,10.853732,106.664359,18.6,180,moderate,slow,40.3,user_report,True
FLD01036,2023-03-29 01:25:25,Huynh Tan Phat,Quan 7,10.726706,106.722905,5.7,60,light,clear,9.6,user_report,True
FLD00608,2023-03-29 04:44:20,Pham Van Dong,Binh Thanh,10.817331,106.703232,5.1,30,light,clear,4.6,user_report,False
FLD02386,2023-03-29 06:14:00,Le Van Luong,Quan 7,10.735532,106.704519,23.5,240,moderate,slow,46.2,IoT_sensor,False
FLD01184,2023-03-29 08:37:51,Nguyen Van Qua,Quan 12,10.853028,106.663307,9.1,90,light,clear,14.3,monitoring_station,True
FLD01370,2023-03-29 10:56:36,Da Nam,Quan 8,10.73985,106.673458,10.2,60,light,clear,20.1,user_report,True
FLD01333,2023-03-29 16:05:35,Vo Van Ngan,Thu Duc,10.849915,106.7703,23.2,60,moderate,slow,42.9,monitoring_station,True
FLD02079,2023-03-29 16:55:18,Huynh Tan Phat,Quan 7,10.727139,106.724254,15.4,180,moderate,slow,16.4,user_report,True
FLD02197,2023-03-29 21:03:04,Le Dinh Can,Binh Tan,10.767302,106.595684,5.0,60,light,clear,5.5,IoT_sensor,False
FLD00358,2023-03-31 00:47:47,Xo Viet Nghe Tinh,Binh Thanh,10.808747,106.71254,24.4,30,moderate,slow,33.2,IoT_sensor,True
FLD02245,2023-03-31 10:52:40,Phan Huy Ich,Go Vap,10.831169,106.673515,14.0,90,light,clear,27.6,traffic_camera,True
FLD00690,2023-03-31 11:24:55,Le Van Luong,Quan 7,10.7375,106.705028,19.6,60,moderate,slow,43.9,IoT_sensor,True
FLD00053,2023-04-01 06:01:18,Vo Van Ngan,Thu Duc,10.849719,106.771712,14.6,60,light,clear,15.0,IoT_sensor,True
FLD00338,2023-04-02 02:56:38,Linh Dong,Thu Duc,10.866197,106.766559,20.5,30,moderate,slow,38.5,IoT_sensor,True
FLD00650,2023-04-02 11:03:42,Quang Trung,Go Vap,10.839454,106.662595,31.8,30,severe,blocked,67.9,IoT_sensor,False
FLD01461,2023-04-02 22:47:26,Vo Van Ngan,Thu Duc,10.852136,106.773259,14.0,90,light,clear,20.7,monitoring_station,True
FLD01055,2023-04-03 03:39:42,Pham Van Dong,Binh Thanh,10.817349,106.703263,18.3,30,moderate,slow,18.0,IoT_sensor,False
FLD02395,2023-04-03 08:57:41,Huynh Tan Phat,Quan 7,10.72783,106.723455,5.7,90,light,clear,12.5,IoT_sensor,True
FLD00011,2023-04-03 14:32:17,Ma Lo,Binh Tan,10.761851,106.611972,19.8,60,moderate,slow,37.1,IoT_sensor,True
FLD01392,2023-04-03 17:56:59,Nguyen Huu Canh,Binh Thanh,10.787502,106.721385,18.0,90,moderate,slow,19.9,IoT_sensor,True
FLD00825,2023-04-03 21:25:27,CMT8,Quan 3,10.780146,106.680898,9.1,60,light,clear,10.2,user_report,False
FLD01156,2023-04-03 22:07:06,Ma Lo,Binh Tan,10.764089,106.612568,15.3,30,moderate,slow,32.6,IoT_sensor,True
FLD02065,2023-04-03 22:23:51,Quang Trung,Go Vap,10.836932,106.662751,5.0,30,light,clear,6.6,IoT_sensor,True
FLD00513,2023-04-03 23:06:23,Tan Ky Tan Quy,Binh Tan,10.788697,106.602286,10.7,60,light,clear,13.8,IoT_sensor,True
FLD00059,2023-04-04 09:31:09,Ba Thang Hai,Quan 10,10.773744,106.671251,18.5,60,moderate,slow,46.1,traffic_camera,False
FLD01375,2023-04-04 14:34:06,CMT8,Quan 3,10.780518,106.681633,5.0,30,light,clear,11.4,IoT_sensor,False
FLD00309,2023-04-04 17:53:23,Phan Huy Ich,Go Vap,10.827968,106.670913,24.4,90,moderate,slow,30.3,user_report,True
FLD01367,2023-04-04 21:30:06,Le Thi Rieng,Quan 12,10.862837,106.649122,16.5,60,moderate,slow,23.8,user_report,True
FLD01766,2023-04-04 21:31:52,Nguyen Van Khoi,Go Vap,10.827774,106.694862,23.7,30,moderate,slow,38.7,IoT_sensor,True
FLD00394,2023-04-04 21:39:22,Da Nam,Quan 8,10.741384,106.67342,11.6,60,light,clear,13.7,monitoring_station,True
FLD00201,2023-04-05 07:31:40,Tam Binh,Thu Duc,10.861636,106.736847,5.8,90,light,clear,5.4,user_report,True
FLD00050,2023-04-05 08:52:04,Binh Long,Tan Phu,10.797718,106.615965,23.8,60,moderate,slow,58.7,user_report,True
FLD00079,2023-04-05 12:12:11,Le Van Viet,Thu Duc,10.844905,106.791479,29.1,90,moderate,slow,62.1,monitoring_station,True
FLD02293,2023-04-05 15:01:10,Da Nam,Quan 8,10.739755,106.674738,16.4,240,moderate,slow,28.0,user_report,False
